Ref,Val,Package,PosX,PosY,Rot,Side
C1,C,0603C,144.106900,-94.373700,90.000000,top
C2,100nF,0603C,128.993900,-95.402400,90.000000,top
J3,GS2,GS2,149.136100,-91.795600,270.000000,top
J4,GS2,GS2,149.948900,-97.091500,90.000000,top
J5,GS2,GS2,132.245100,-91.554300,270.000000,top
R1,330R,0603R,127.901700,-72.580500,0.000000,top
