Ref,Val,Package,PosX,PosY,Rot,Side
C4,0.1µF,0603C,61.755020,22.105620,0.000000,top
C8,0.1µF,0603C,37.320220,14.396720,0.000000,top
C10,0.1µF,0603C,43.263820,10.668000,90.000000,top
C11,4,7µF,0603C,43.690540,2.969260,180.000000,top
